
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
64:D1:54:B0:8D:2A, 2018-10-31 17:02:34, 2018-10-31 17:02:34,  1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
26:18:1D:FE:A7:BF, 2018-10-31 17:02:33, 2018-10-31 17:02:38,  6,  54, WPA2, CCMP,PSK, -84,        7,        0,   0.  0.  0.  0,  13, AndroidAPA7BF, 
74:51:BA:33:FC:F4, 2018-10-31 17:02:16, 2018-10-31 17:02:34,  6,  54, WPA2, CCMP,PSK, -92,        5,        0,   0.  0.  0.  0,   7, Android, 
4C:5E:0C:0B:D7:99, 2018-10-31 16:52:45, 2018-10-31 17:01:35,  1,  -1, WPA, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
2E:4D:54:AD:83:94, 2018-10-31 17:01:26, 2018-10-31 17:01:26, 12,  54, WPA2, CCMP,PSK, -82,        1,        0,   0.  0.  0.  0,  15, nyarigratisanya, 
20:5E:F7:A5:A7:90, 2018-10-31 17:01:05, 2018-10-31 17:01:23,  6,  54, WPA2, CCMP,PSK, -86,       10,        0,   0.  0.  0.  0,  14, B 17 AKU C9Pro, 
C8:D7:79:8E:C5:88, 2018-10-31 17:00:57, 2018-10-31 17:01:12,  6,  54, WPA2, CCMP,PSK, -77,        4,        0,   0.  0.  0.  0,  15, Andromax A16C3H, 
74:23:44:13:9E:A3, 2018-10-31 17:01:08, 2018-10-31 17:01:12, 11,  54, WPA2, TKIP,PSK, -88,        2,        0,   0.  0.  0.  0,  24, AAAAAI55rIgADwFLRedmi 3S, 
E8:F2:E2:2D:17:3A, 2018-10-31 17:00:24, 2018-10-31 17:00:38,  6,  54, WPA2, CCMP TKIP,PSK, -84,        6,        0,   0.  0.  0.  0,  17, Andromax-M3S-173A, 
34:97:F6:BC:EB:39, 2018-10-31 17:00:24, 2018-10-31 17:00:24,  1,  54, WPA2, CCMP,PSK, -91,        2,        0,   0.  0.  0.  0,   5, tiki1, 
C4:0B:CB:B1:15:8B, 2018-10-31 17:00:01, 2018-10-31 17:00:12, 11,  54, WPA2, CCMP,PSK, -86,        6,        0,   0.  0.  0.  0,   3, MAX, 
A0:86:C6:65:16:53, 2018-10-31 16:59:39, 2018-10-31 17:00:12,  6,  54, WPA2, CCMP,PSK, -92,        0,        0,   0.  0.  0.  0,  13, kurangkerjaan, 
90:C7:D8:C2:91:33, 2018-10-31 16:59:25, 2018-10-31 16:59:51,  7,  54, WPA2, CCMP TKIP,PSK, -80,       20,        0,   0.  0.  0.  0,   9, Henny aja, 
3C:FA:43:DD:6A:03, 2018-10-31 16:59:39, 2018-10-31 16:59:39,  6,  54, WPA2, CCMP,PSK, -90,        0,        0,   0.  0.  0.  0,   5, ezaaa, 
99:85:74:C6:3B:03, 2018-10-31 16:59:26, 2018-10-31 16:59:26,  3,  -1, , ,   , -74,        0,        0,   0.  0.  0.  0,   0, , 
20:82:C0:3D:99:B9, 2018-10-31 16:58:54, 2018-10-31 16:59:24,  6,  54, WPA2, CCMP,PSK, -89,        7,        3,   0.  0.  0.  0,   9, reza iswi, 
0E:98:38:42:9D:A3, 2018-10-31 16:58:42, 2018-10-31 16:58:58,  6,  54, WPA2, CCMP,PSK, -88,        6,        0,   0.  0.  0.  0,   7, siomiku, 
BC:20:10:AA:6D:FC, 2018-10-31 16:57:54, 2018-10-31 16:59:01,  6,  54, WPA2, CCMP,PSK, -89,       14,        0,   0.  0.  0.  0,  11, Andromax mw, 
1C:77:F6:42:6F:7B, 2018-10-31 16:58:28, 2018-10-31 16:59:02,  6,  54, WPA2, CCMP,PSK, -90,        8,        0,   0.  0.  0.  0,   8, SGC-JS08, 
B0:E2:35:E5:D7:55, 2018-10-31 16:55:03, 2018-10-31 16:57:47,  6,  -1, WPA, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
38:A2:8C:29:A0:22, 2018-10-31 16:57:21, 2018-10-31 16:57:47,  6,  54, OPN, ,   , -86,        5,        0,   0.  0.  0.  0,  14, Toyota RSE 034, 
08:3D:88:4E:9A:08, 2018-10-31 16:57:10, 2018-10-31 16:57:25,  6,  54, WPA2, CCMP,PSK, -88,        2,        0,   0.  0.  0.  0,   9, AndroidAP, 
9C:2E:A1:1F:5E:AF, 2018-10-31 16:56:54, 2018-10-31 16:57:13, 11,  54, WPA2, CCMP,PSK, -82,        8,        0,   0.  0.  0.  0,   3, nia, 
14:A5:1A:ED:10:30, 2018-10-31 16:56:59, 2018-10-31 16:56:59,  1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
5C:F2:86:2F:FA:F8, 2018-10-31 16:56:49, 2018-10-31 16:57:01,  9,  54, WPA2 WPA, CCMP TKIP,PSK, -90,        1,        0,   0.  0.  0.  0,   7, wawah93, 
FC:DD:55:64:57:91, 2018-10-31 16:56:39, 2018-10-31 16:56:47, 11,  54, WPA2, CCMP TKIP,PSK, -75,        1,        0,   0.  0.  0.  0,   9, XLGO-5791, 
FC:DD:55:4E:9F:8D, 2018-10-31 16:56:00, 2018-10-31 16:56:12,  3,  54, WPA2, CCMP TKIP,PSK, -85,        2,        0,   0.  0.  0.  0,  17, Andromax-M3Y-9F8D, 
F4:8B:32:28:1A:2D, 2018-10-31 16:54:25, 2018-10-31 16:55:59,  6,  54, WPA2, CCMP,PSK, -86,       24,        0,   0.  0.  0.  0,   8, Mi Phone, 
FC:DD:55:4C:84:F1, 2018-10-31 16:52:58, 2018-10-31 16:56:01,  3,  54, WPA2, CCMP TKIP,PSK, -86,       13,        1,   0.  0.  0.  0,   5, boedi, 
E4:7D:EB:0B:02:94, 2018-10-31 16:55:40, 2018-10-31 16:55:59,  6,  54, WPA2 WPA, CCMP TKIP,PSK, -92,        5,        0,   0.  0.  0.  0,  14, #BOLT!LTE+0294, 
22:F7:7C:22:A8:53, 2018-10-31 16:54:59, 2018-10-31 16:55:13, 13,  54, WPA2, CCMP,PSK, -82,        3,        0,   0.  0.  0.  0,   9, vivo 1806, 
FF:FF:DA:A1:19:8E, 2018-10-31 16:55:01, 2018-10-31 16:55:01,  3,  -1, WEP, WEP,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
7A:8A:20:4A:9C:F6, 2018-10-31 16:54:59, 2018-10-31 16:55:02,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
00:1E:C8:9A:91:86, 2018-10-31 16:52:31, 2018-10-31 16:54:48,  6,  54, WPA2 WPA, CCMP TKIP,PSK, -90,       47,        1,   0.  0.  0.  0,  17, BOLT!Super4G-9186, 
08:8C:2C:1C:49:D3, 2018-10-31 16:54:17, 2018-10-31 16:54:36,  5,  54, OPN, ,   , -92,        3,        0,   0.  0.  0.  0,   9, AndroidAP, 
78:8A:20:4A:99:85, 2018-10-31 16:53:14, 2018-10-31 16:54:00,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
30:CB:F8:5B:BA:07, 2018-10-31 16:53:07, 2018-10-31 16:53:59, 11,  54, WPA2, CCMP,PSK, -88,        6,        0,   0.  0.  0.  0,   9, AndroidAP, 
FF:FF:DA:A1:19:0B, 2018-10-31 16:53:50, 2018-10-31 16:53:50,  9,  -1, WEP, WEP,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
AA:E8:7F:68:A0:00, 2018-10-31 16:52:55, 2018-10-31 16:53:36, 11,  54, WPA2, CCMP,PSK, -88,        3,        0,   0.  0.  0.  0,   6, iPhone, 
F2:79:E8:1C:C2:5F, 2018-10-31 16:53:16, 2018-10-31 16:53:27,  2,  54, WPA2, CCMP,PSK, -86,        1,        0,   0.  0.  0.  0,   3, "   ", 
FC:DD:55:4B:C5:BA, 2018-10-31 16:52:47, 2018-10-31 16:53:03,  4,  54, WPA2, CCMP TKIP,PSK, -88,        3,        0,   0.  0.  0.  0,  17, Andromax-M3Y-C5BA, 
02:1A:11:F0:61:6D, 2018-10-31 16:52:33, 2018-10-31 16:52:37,  6,  54, WPA2, CCMP,PSK, -95,        1,        0,   0.  0.  0.  0,  14, HUAWEI_P9_C193, 
B0:E2:35:D3:15:CA, 2018-10-31 16:52:33, 2018-10-31 16:52:41,  6,  54, WPA2, CCMP,PSK, -90,        2,        0,   0.  0.  0.  0,   6, reagan, 
9B:2E:CC:2F:71:11, 2018-10-31 16:52:53, 2018-10-31 16:52:53,  7,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
4C:49:E3:CB:22:DF, 2018-10-31 16:53:29, 2018-10-31 16:53:44,  6,  54, WPA2, CCMP,PSK, -86,        7,        0,   0.  0.  0.  0,  25, B7jb-a2FsaWFiYW5ncmF5YTUx, 
F4:0E:22:02:91:C2, 2018-10-31 16:54:03, 2018-10-31 16:54:21, 11,  54, WPA2, CCMP,PSK, -79,       12,        0,   0.  0.  0.  0,   9, AndroidAP, 
4C:49:E3:B2:FB:39, 2018-10-31 16:54:19, 2018-10-31 16:54:19,  8,  -1, , ,   , -73,        0,        0,   0.  0.  0.  0,   0, , 
78:E8:B6:D5:1D:94, 2018-10-31 16:54:17, 2018-10-31 16:54:40, 11,  54, WPA2 WPA, CCMP TKIP,PSK, -87,        4,        0,   0.  0.  0.  0,  12, Old Trafford, 
22:F7:7C:14:DE:BF, 2018-10-31 16:54:55, 2018-10-31 16:54:55, 11,  54, WPA2, CCMP,PSK, -90,        1,        0,   0.  0.  0.  0,   5, prima, 
3E:B6:B7:22:75:2D, 2018-10-31 16:54:52, 2018-10-31 16:54:52,  1,  54, WPA2, CCMP,PSK, -89,        0,        0,   0.  0.  0.  0,  29, Nyari jodoh yg tertukar teman, 
98:0C:A5:36:29:38, 2018-10-31 16:54:22, 2018-10-31 16:54:52,  6,  54, WPA2, CCMP,PSK, -88,        0,        0,   0.  0.  0.  0,  12, Lenovo A1000, 
FC:DD:55:65:1B:5D, 2018-10-31 16:54:37, 2018-10-31 16:54:54,  9,  54, WPA2, CCMP TKIP,PSK, -80,       16,        0,   0.  0.  0.  0,  14, #BOLT!LTE+1B5D, 
90:C7:D8:C3:9C:7E, 2018-10-31 16:55:20, 2018-10-31 16:55:42,  9,  54, WPA2, CCMP TKIP,PSK, -86,        9,        0,   0.  0.  0.  0,   9, den Bagus, 
FC:DD:55:4F:FF:48, 2018-10-31 16:55:31, 2018-10-31 16:55:42,  3,  54, WPA2, CCMP TKIP,PSK, -85,        1,        0,   0.  0.  0.  0,  10, B 4231 SCR, 
BC:8A:E8:2B:92:D6, 2018-10-31 16:55:25, 2018-10-31 16:55:43, 11,  54, WPA2, CCMP,PSK, -82,        4,        1,   0.  0.  0.  0,   8, K4nc1L21, 
22:5E:F7:EA:FF:A2, 2018-10-31 16:55:52, 2018-10-31 16:55:56,  2,  54, WPA2, CCMP,PSK, -86,        1,        0,   0.  0.  0.  0,  10, xbt crayon, 
4E:66:41:68:4B:61, 2018-10-31 16:56:33, 2018-10-31 16:56:44,  1,  54, WPA2, CCMP,PSK, -83,        1,        0,   0.  0.  0.  0,   9, AndroidAP, 
0E:A8:A7:36:C5:8C, 2018-10-31 16:57:02, 2018-10-31 16:57:09, 11,  54, WPA2, CCMP,PSK, -90,        3,        0,   0.  0.  0.  0,   8, Swastika, 
64:A6:51:23:30:C8, 2018-10-31 16:56:58, 2018-10-31 16:57:17,  4,  54, WPA2, CCMP TKIP,PSK, -84,        5,        0,   0.  0.  0.  0,   2, ND, 
34:80:B3:F3:F4:1E, 2018-10-31 16:56:58, 2018-10-31 16:57:56,  6,  54, WPA2, CCMP,PSK, -83,        5,        0,   0.  0.  0.  0,   5, Redmi, 
B0:E2:35:DE:A4:EA, 2018-10-31 16:57:54, 2018-10-31 16:58:09,  6,  54, WPA2, CCMP,PSK, -80,        8,        0,   0.  0.  0.  0,   9, BERBAGI!!, 
0E:98:38:2C:C2:F5, 2018-10-31 16:59:17, 2018-10-31 16:59:17,  7,  54, WPA2, CCMP,PSK, -92,        1,        0,   0.  0.  0.  0,   5, Redmi, 
FE:64:BA:B0:80:5C, 2018-10-31 16:59:53, 2018-10-31 16:59:53, 10,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:47:DA:D4:13:F2, 2018-10-31 16:59:39, 2018-10-31 17:00:06,  1,  54, WPA2, CCMP,PSK, -86,        4,        1,   0.  0.  0.  0,   5, Redmi, 
C2:87:EB:83:18:FB, 2018-10-31 16:59:42, 2018-10-31 17:00:05,  6,  54, WPA2, CCMP,PSK, -86,        3,        0,   0.  0.  0.  0,   8, J2 Prime, 
FC:DD:55:4F:7E:CB, 2018-10-31 16:59:22, 2018-10-31 17:00:08,  3,  54, WPA2, CCMP TKIP,PSK, -72,        6,        0,   0.  0.  0.  0,  17, Andromax-M3Y-7ECB, 
2E:51:01:27:E8:0E, 2018-10-31 17:00:13, 2018-10-31 17:00:20,  1,  54, WPA2, CCMP,PSK, -82,        0,        0,   0.  0.  0.  0,   6, iPhone, 
EC:1D:7F:8D:BB:6E, 2018-10-31 16:52:41, 2018-10-31 17:00:42,  6,  54, WPA2, CCMP,PSK, -87,       25,        0,   0.  0.  0.  0,  10, ZTE_8DBB6E, 
4C:49:E3:B0:8C:9E, 2018-10-31 17:00:46, 2018-10-31 17:00:57,  1,  54, WPA2, CCMP,PSK, -84,        7,        0,   0.  0.  0.  0,  25, LBKC_GDa249_yaniazam09_Ki, 
80:35:C1:13:76:10, 2018-10-31 17:00:35, 2018-10-31 17:01:08,  6,  54, WPA2, CCMP,PSK, -92,       29,        0,   0.  0.  0.  0,   5, Redmi, 
C4:0B:CB:A1:AB:51, 2018-10-31 17:01:08, 2018-10-31 17:01:08,  6,  54, WPA2, CCMP,PSK, -88,        1,        0,   0.  0.  0.  0,  21, Fira Hosport Gratis !, 
DC:6D:CD:83:98:B6, 2018-10-31 16:59:31, 2018-10-31 17:01:08,  6,  54, WPA2, CCMP,PSK, -87,       31,        0,   0.  0.  0.  0,  11, EDEN HAZARD, 
E6:C4:83:52:F1:E9, 2018-10-31 17:01:15, 2018-10-31 17:01:30, 11,  54, WPA2, CCMP,PSK, -84,        6,        0,   0.  0.  0.  0,   7, gagahf7, 
32:84:54:E6:7E:A1, 2018-10-31 16:58:58, 2018-10-31 17:02:31,  7,  54, OPN, ,   , -92,       26,        0,   0.  0.  0.  0,   4, acit, 
FC:DD:55:4F:32:17, 2018-10-31 17:02:40, 2018-10-31 17:03:07, 10,  54, WPA2, CCMP TKIP,PSK, -85,        6,        0,   0.  0.  0.  0,  11, andikartika, 
C0:87:EB:E2:3F:01, 2018-10-31 17:02:46, 2018-10-31 17:03:04,  1,  54, WPA2, CCMP,PSK, -84,        2,        1,   0.  0.  0.  0,   9, AndroidAP, 
2E:0E:3D:5D:70:84, 2018-10-31 17:04:52, 2018-10-31 17:04:56,  1,  54, WPA2, CCMP,PSK, -88,        1,        0,   0.  0.  0.  0,   9, AndroidAP, 
78:02:F8:31:3D:A3, 2018-10-31 17:05:01, 2018-10-31 17:05:05,  1,  54, WPA2, CCMP,PSK, -80,        4,        0,   0.  0.  0.  0,   8, FawzanIA, 
F2:79:E8:1F:C0:A9, 2018-10-31 17:04:55, 2018-10-31 17:05:10, 11,  54, WPA, CCMP TKIP,PSK, -76,       13,        0,   0.  0.  0.  0,  12, Petro-Canada, 
C0:A9:F2:79:E8:1F, 2018-10-31 17:05:05, 2018-10-31 17:05:05, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
02:00:A4:29:8E:F9, 2018-10-31 17:05:09, 2018-10-31 17:05:21,  9,  54, WPA2, CCMP,PSK, -82,        5,        0,   0.  0.  0.  0,   9, widiyanto, 
4C:49:E3:18:99:C9, 2018-10-31 17:05:28, 2018-10-31 17:05:33,  6,  54, WPA2, CCMP,PSK, -90,       11,        0,   0.  0.  0.  0,   5, peaaa, 
0C:98:38:2C:FB:5F, 2018-10-31 17:05:41, 2018-10-31 17:05:41,  1,  54, WPA2, CCMP,PSK, -88,        1,        0,   0.  0.  0.  0,   5, Redmi, 
84:16:F9:63:EE:98, 2018-10-31 17:06:20, 2018-10-31 17:06:20,  4,  -1, WPA, ,   , -93,        0,        1,   0.  0.  0.  0,   0, , 
74:23:44:9C:7F:A1, 2018-10-31 17:06:26, 2018-10-31 17:06:36,  6,  54, WPA2, CCMP,PSK, -84,       11,        0,   0.  0.  0.  0,  11, redmi 3 pro, 
E0:CB:EE:92:69:BD, 2018-10-31 17:06:48, 2018-10-31 17:06:48,  6,  -1, WPA, ,   , -91,        0,        1,   0.  0.  0.  0,   0, , 
FC:DD:55:68:0A:AF, 2018-10-31 17:06:39, 2018-10-31 17:06:58,  9,  54, WPA2, CCMP TKIP,PSK, -86,        6,        0,   0.  0.  0.  0,   7, AB_WiFi, 
E4:7D:EB:0D:99:93, 2018-10-31 17:07:05, 2018-10-31 17:07:12,  8,  54, WPA2 WPA, CCMP TKIP,PSK, -84,        3,        0,   0.  0.  0.  0,  14, #BOLT!LTE+9993, 
E4:7D:EB:05:1C:F2, 2018-10-31 17:06:48, 2018-10-31 17:07:22,  7,  54, WPA2 WPA, CCMP TKIP,PSK, -92,       12,        0,   0.  0.  0.  0,   9, Avani Eco, 
FF:FF:E4:7D:EB:05, 2018-10-31 17:07:14, 2018-10-31 17:07:22,  7,  -1, , ,   , -85,        0,        0,   0.  0.  0.  0,   0, , 
0E:98:38:D4:5D:FB, 2018-10-31 17:07:17, 2018-10-31 17:07:21, 13,  54, WPA2, CCMP,PSK, -79,        3,        0,   0.  0.  0.  0,   9, " Gratisan", 
8E:0E:E3:FA:F4:8A, 2018-10-31 17:07:29, 2018-10-31 17:07:33,  1,  54, WPA2, CCMP,PSK, -87,        3,        0,   0.  0.  0.  0,   9, OPPO R821, 
14:DD:A9:37:2C:6B, 2018-10-31 17:07:33, 2018-10-31 17:07:55,  6,  54, WPA2, CCMP,PSK, -85,       10,        0,   0.  0.  0.  0,  14, yg paling atas, 
FC:DD:55:46:61:AC, 2018-10-31 17:09:16, 2018-10-31 17:09:23,  3,  54, WPA2, CCMP TKIP,PSK, -81,        2,        0,   0.  0.  0.  0,  17, Andromax-M3Y-61AC, 
00:EC:0A:C3:5C:41, 2018-10-31 17:08:54, 2018-10-31 17:09:24, 11,  54, WPA2, CCMP,PSK, -80,       14,        2,   0.  0.  0.  0,   5, Redmi, 
B2:72:BF:7B:F3:BE, 2018-10-31 17:09:36, 2018-10-31 17:09:36,  1,  54, WPA2, CCMP,PSK, -81,        2,        0,   0.  0.  0.  0,  18, Main yuk naitid..!, 
FC:DD:55:48:A0:B6, 2018-10-31 17:09:16, 2018-10-31 17:09:50,  5,  54, WPA2, CCMP TKIP,PSK, -85,        9,        0,   0.  0.  0.  0,  17, Andromax-M3Y-A0B6, 
8C:18:D9:1D:38:56, 2018-10-31 17:09:13, 2018-10-31 17:10:39,  6,  54, OPN, ,   , -90,        8,        0,   0.  0.  0.  0,  14, Toyota RSE 134, 
90:C7:D8:A9:03:00, 2018-10-31 17:10:51, 2018-10-31 17:11:02,  7,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
2C:33:7A:0E:33:81, 2018-10-31 16:52:33, 2018-10-31 17:11:12, 11,  54, WPA2, CCMP,PSK, -78,      314,        0,   0.  0.  0.  0,  19, DIRECT-IDARIFINmsYL, 
74:23:44:A3:C1:EB, 2018-10-31 17:11:21, 2018-10-31 17:11:24, 11,  54, WPA2, CCMP,PSK, -88,        1,        0,   0.  0.  0.  0,   8, ajistena, 
FC:DD:55:4E:73:CC, 2018-10-31 16:57:56, 2018-10-31 17:11:52,  3,  54, WPA2, CCMP TKIP,PSK, -74,       13,        1,   0.  0.  0.  0,  11, auliyanaura, 
EC:D0:9F:45:AA:3D, 2018-10-31 17:12:53, 2018-10-31 17:13:01,  6,  54, WPA2, CCMP,PSK, -81,       11,        0,   0.  0.  0.  0,  24, AAAAAKUaAO0ADwG8Redmi 4A, 
AE:29:37:2B:0A:5C, 2018-10-31 17:13:16, 2018-10-31 17:13:16,  1,  54, WPA2, CCMP,PSK, -89,        1,        0,   0.  0.  0.  0,  12, U\xE2..s iPhone, 
C8:D7:79:E2:B9:A5, 2018-10-31 17:12:57, 2018-10-31 17:13:41, 11,  54, WPA2, CCMP,PSK, -87,       28,        0,   0.  0.  0.  0,  15, Andromax A26C4H, 
90:C7:D8:A6:E8:2B, 2018-10-31 17:14:18, 2018-10-31 17:14:18,  4,  54, WPA2, CCMP TKIP,PSK, -84,        1,        0,   0.  0.  0.  0,   8, **Rido**, 
D2:F8:8C:3D:6C:59, 2018-10-31 17:14:27, 2018-10-31 17:14:42,  6,  54, WPA2, CCMP,PSK, -85,        9,        0,   0.  0.  0.  0,  20, Moto E (4) Plus 4108, 
4C:A5:6D:3D:02:1A, 2018-10-31 17:14:52, 2018-10-31 17:14:52, 11,  54, WPA2, CCMP,PSK, -90,        1,        0,   0.  0.  0.  0,   9, AndroidAP, 
62:1B:30:52:CB:6A, 2018-10-31 17:14:54, 2018-10-31 17:14:54,  2,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
C6:D4:78:8A:20:8D, 2018-10-31 17:15:06, 2018-10-31 17:15:06, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
08:D8:33:59:2F:F6, 2018-10-31 17:15:38, 2018-10-31 17:15:38,  6,  54, OPN, ,   , -93,        1,        0,   0.  0.  0.  0,  12, WIFI-MIT 063, 
C0:87:EB:20:B9:8F, 2018-10-31 17:15:34, 2018-10-31 17:16:07,  6,  54, WPA2, CCMP,PSK, -91,       11,        0,   0.  0.  0.  0,  12, AndroidAP980, 
8E:F5:A3:7D:F9:79, 2018-10-31 17:15:34, 2018-10-31 17:16:07,  6,  54, WPA2, CCMP,PSK, -91,        7,        0,   0.  0.  0.  0,   6, Onkibo, 
32:07:4D:C2:9E:0D, 2018-10-31 17:16:11, 2018-10-31 17:16:16,  6,  54, WPA2, CCMP,PSK, -88,        0,        0,   0.  0.  0.  0,  18, NimTarBhakBulS S8+, 
C6:A5:78:8A:20:8D, 2018-10-31 17:17:19, 2018-10-31 17:17:19, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:59:78:CF:24:F1, 2018-10-31 17:17:13, 2018-10-31 17:17:46,  3,  54, WPA2, CCMP,PSK, -89,        7,        1,   0.  0.  0.  0,  10, PWF1080742, 
50:8F:4C:52:26:B7, 2018-10-31 17:17:52, 2018-10-31 17:17:57,  6,  54, WPA2, CCMP,PSK, -81,        5,        0,   0.  0.  0.  0,   5, Redmi, 
8C:0D:76:F8:F1:1C, 2018-10-31 17:18:07, 2018-10-31 17:18:48,  6,  54, WPA2, CCMP,PSK, -89,       28,        0,   0.  0.  0.  0,  17, HUAWEI-E5577-F11C, 
E8:F2:E2:20:41:39, 2018-10-31 17:18:54, 2018-10-31 17:18:58,  9,  54, WPA2, CCMP,PSK, -88,        0,        0,   0.  0.  0.  0,   8, NOVEMBER, 
5C:F2:86:2F:CB:A4, 2018-10-31 17:19:17, 2018-10-31 17:19:51,  6,  54, WPA2 WPA, CCMP TKIP,PSK, -84,        8,        2,   0.  0.  0.  0,  10, BOLT!-CBA4, 
FC:DD:55:62:52:7D, 2018-10-31 17:19:58, 2018-10-31 17:20:01,  4,  54, WPA2, CCMP TKIP,PSK, -87,        3,        0,   0.  0.  0.  0,  16, Andromax-M5-527D, 
2C:FD:A1:81:AA:D4, 2018-10-31 17:19:51, 2018-10-31 17:20:01, 10,  54, WPA2, CCMP,PSK, -87,        2,        0,   0.  0.  0.  0,   7, My ASUS, 
1C:77:F6:E4:6F:2C, 2018-10-31 17:19:33, 2018-10-31 17:19:59,  6,  54, WPA2, CCMP,PSK, -82,        6,        0,   0.  0.  0.  0,   9, OPPO A37f, 
04:02:1F:32:44:55, 2018-10-31 17:19:56, 2018-10-31 17:20:11, 11,  54, OPN, ,   , -78,        7,        0,   0.  0.  0.  0,   7, FoxFi22, 
C4:E9:84:9D:67:CA, 2018-10-31 17:19:57, 2018-10-31 17:20:27,  9,  54, WPA2, CCMP,PSK, -88,       16,        0,   0.  0.  0.  0,   6, CAB908, 
FF:FF:DA:A1:19:9C, 2018-10-31 17:20:52, 2018-10-31 17:20:52,  7,  -1, WEP, WEP,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
FC:DD:55:48:B8:2F, 2018-10-31 17:20:31, 2018-10-31 17:21:31,  4,  54, WPA2, CCMP TKIP,PSK, -81,        8,        0,   0.  0.  0.  0,  21, Dwikarya Cipta Kreasi, 
12:2A:B3:E2:F5:C3, 2018-10-31 17:15:25, 2018-10-31 17:21:53,  9,  54, WPA2, CCMP,PSK, -83,      228,        0,   0.  0.  0.  0,   6, Xiaomi, 
98:7B:78:8A:20:8D, 2018-10-31 17:21:51, 2018-10-31 17:21:51, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
72:14:A6:8F:27:4A, 2018-10-31 17:22:03, 2018-10-31 17:22:07,  2,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
20:5E:F7:42:5C:DA, 2018-10-31 17:21:09, 2018-10-31 17:22:16,  6,  54, WPA2, CCMP,PSK, -88,       14,        0,   0.  0.  0.  0,   9, AndroidAP, 
B0:89:00:E3:BC:18, 2018-10-31 17:22:16, 2018-10-31 17:22:28, 11,  54, WPA2, CCMP,PSK, -87,        7,        0,   0.  0.  0.  0,  11, HUAWEI-BC18, 
7C:0B:C6:14:42:B6, 2018-10-31 17:22:17, 2018-10-31 17:22:43,  6,  54, WPA2, CCMP,PSK, -87,       14,        0,   0.  0.  0.  0,  13, nila pramanik, 
90:C7:D8:83:EB:44, 2018-10-31 17:22:31, 2018-10-31 17:22:42, 10,  54, WPA2, CCMP TKIP,PSK, -85,        5,        0,   0.  0.  0.  0,   4, Fzhy, 
FC:DD:55:4F:85:D7, 2018-10-31 17:22:36, 2018-10-31 17:22:46,  8,  54, WPA2, CCMP TKIP,PSK, -79,        8,        0,   0.  0.  0.  0,   6, apasih, 
CE:2D:83:9A:11:10, 2018-10-31 17:21:23, 2018-10-31 17:22:44,  4,  54, WPA2, CCMP,PSK, -78,       13,        0,   0.  0.  0.  0,   7, CPH1605, 
18:D7:17:69:1E:17, 2018-10-31 17:22:54, 2018-10-31 17:22:58,  1,  54, WPA2, CCMP,PSK, -86,        1,        0,   0.  0.  0.  0,   8, OPPO A3s, 
58:70:C6:FF:7E:E9, 2018-10-31 17:22:47, 2018-10-31 17:23:08,  5,  54, WPA2, CCMP,PSK, -84,        3,        0,   0.  0.  0.  0,  15, YICarCam_ff7ee9, 
FC:DD:55:4A:31:65, 2018-10-31 17:23:06, 2018-10-31 17:23:46,  6,  54, WPA2, CCMP TKIP,PSK, -92,       19,        0,   0.  0.  0.  0,  17, BUKAN WIFI NEGARA, 
8A:B1:11:81:43:0E, 2018-10-31 17:19:43, 2018-10-31 17:23:43,  5,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
FC:DD:55:29:39:CB, 2018-10-31 17:23:56, 2018-10-31 17:24:11,  3,  54, WPA2, CCMP TKIP,PSK, -75,        1,        0,   0.  0.  0.  0,  17, Andromax-M2Y-39CB, 
30:CB:F8:53:5C:13, 2018-10-31 17:24:27, 2018-10-31 17:24:46,  6,  54, WPA2, CCMP,PSK, -90,       11,        0,   0.  0.  0.  0,   4, Rini, 
9C:2E:A1:DB:90:7D, 2018-10-31 17:23:58, 2018-10-31 17:24:46,  1,  54, WPA2, CCMP,PSK, -77,        8,        0,   0.  0.  0.  0,   5, kenot, 
